Hainan Mining Co., Ltd.;CNE100001VS1;300300ZEUVNI6I60NL89;CHINA
Hallador Energy Company;US40609P1057;;UNITED STATES
Hangzhou Oxygen Plant Group Co.,Ltd.;CNE100000Q68;;CHINA
Hanjin Heavy Industries & Construction Holdings Co., Ltd.;KR7003480001;988400OTG6K476LQL804;KOREA, REPUBLIC OF
Hankook Shell Oil Co.,Ltd.;KR7002960003;;KOREA, REPUBLIC OF
Harbin Hatou Investment Co.,Ltd;CNE000000H38;;CHINA
Harbour Energy Plc;GB00BMBVGQ36;213800YPC42DYBKVPF97;UNITED KINGDOM
HD Hyundai Co., Ltd.;KR7267250009;;KOREA, REPUBLIC OF
Headwater Exploration Inc.;CA4220961078;549300XIU4JQ0GKLRG88;CANADA
Helix Energy Solutions Group, Inc.;US42330P1075;;UNITED STATES
HELLENiQ ENERGY Holdings S.A.;GRS298343005;213800YUBJMZYR1SNG35;GREECE
Helmerich & Payne, Inc.;US4234521015;254900NAOGHJ88RZ4C73;UNITED STATES
Henan Dayou Energy Co., Ltd;CNE000001G12;;CHINA
Henan Shenhuo Coal Industary and Electricity Power Corporation Limited;CNE000001097;;CHINA
Henan Yuneng Holdings Co.,Ltd.;CNE000000TZ3;;CHINA
Henan Zhongfu Industrial Co.,Ltd;CNE000001BQ8;300300MR4JS8FMYV7M07;CHINA
Hengli Petrochemical Co.,Ltd.;CNE0000018V0;;CHINA
Hengyi Petrochemical Co., Ltd.;CNE0000001J1;;CHINA
Hengyuan Refining Company Berhad;MYL4324OO009;254900S8J3QMFA54KR10;MALAYSIA
Heritage-Crystal Clean, Inc;US42726M1062;;UNITED STATES
Hess Corporation;US42809H1077;UASVRYNXNK17ULIGK870;UNITED STATES
HF Sinclair Corporation;US4039491000;;UNITED STATES
Hibiscus Petroleum Berhad;MYL5199OO004;;MALAYSIA
Hidili Industry International Development Limited;KYG444031069;;CHINA
HighPeak Energy, Inc.;US43114Q1058;;UNITED STATES
Hilong Holding Limited;KYG4509G1055;5493007WSRWZ0UF15X65;CHINA
Hindustan Oil Exploration Company Limited;INE345A01011;335800K6OMG63FQXPZ86;INDIA
Hindustan Petroleum Corporation Limited;INE094A01015;335800DWLXIP7HFFY564;INDIA
HIROSHIMA GAS Co.,Ltd.;JP3796200008;353800YNE9JERP7XZ791;JAPAN
HK Electric Investments and HK Electric Investments Limited;HK0000179108;5299006PUX29DFJ1DE03;HONG KONG
Hokkaido Electric Power Company, Incorporated;JP3850200001;353800XDXIIZDHUO0J51;JAPAN
Hokkaido Gas Co., Ltd.;JP3847000001;;JAPAN
Hokuriku Electric Power Company;JP3845400005;353800Z4ZNGBULYR8W57;JAPAN
Honghua Group Limited;KYG4584R1092;549300D4IEI9VQMVAU18;CHINA
Horizon Oil Limited;AU000000HZN8;52990027DG9I87NLGK24;AUSTRALIA
Hosken Consolidated Investments Limited;ZAE000003257;;SOUTH AFRICA
Huadian Energy Company Limited;CNE000000KX7;300300OWS7BE01XUE266;CHINA
Huadian Power International Corporation Limited;CNE1000003D8;529900207FCOKWBDRE79;CHINA
Huaibei Mining Holdings Co.,Ltd.;CNE000001HH4;;CHINA
Huaneng Power International, Inc.;CNE1000006Z4;529900WU0SMVKMPG4V21;CHINA
Hunan Kaimeite Gases Co., Ltd.;CNE100001062;;CHINA
Hunting PLC;GB0004478896;2138008S5FL78ITZRN66;UNITED KINGDOM
Huscoke Holdings Limited;BMG4709B1129;;HONG KONG
Hyundai Corporation;KR7011760006;;KOREA, REPUBLIC OF
Icahn Enterprises L.P.;US4511001012;549300T0G4GS0SINS786;UNITED STATES
Idemitsu Kosan Co.,Ltd.;JP3142500002;549300P0R46FF6DUA630;JAPAN
Imperial Oil Limited;CA4530384086;549300JZNB745JT5WY51;CANADA
INA-Industrija nafte, d.d.;HRINA0RA0007;213800RUSOIJPJD19H13;CROATIA
Independence Contract Drilling, Inc.;US4534156066;;UNITED STATES
Indian Oil Corporation Limited;INE242A01010;335800J8OBWE4VFUDG88;INDIA
Indraprastha Gas Limited;INE203G01027;33580033VPD8D168H736;INDIA
Industries Qatar Q.P.S.C.;QA000A0KD6K3;;QATAR
Infraestructura Energetica Nova S.A.B. de C.V.;MX01IE060002;;MEXICO
Inner Mongolia Dian Tou Energy Corporation Limited;CNE100000098;;CHINA
Inner Mongolia Erdos Resources Co.,ltd.;CNE0000017T6;300300UPV0ZBASQKK574;CHINA
Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.;CNE1000010F8;;CHINA
Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited;CNE000000GN6;300300IBR8JN06GQOJ17;CHINA
Inner Mongolia Yitai Coal Co.,Ltd;CNE000000SK7;529900OW9OHPX81B0T69;CHINA
Inner Mongolia Yuan Xing Energy Company Limited;CNE000000P20;300300HF6XQ50FSVY467;CHINA
Innospec Inc.;US45768S1050;213800SQBACNY5IWJO68;UNITED STATES
Inpex Corporation;JP3294460005;353800VHYYADPR6MXQ47;JAPAN
InPlay Oil Corp.;CA45780T2065;;CANADA
