55RYK;ROYAL CARIBBEAN CRUISES LTD;LR0008862868;K2NEH8QNVW44JIWK7Z55;4979842;10100;5337043;1;1;4;Actual;Actual;Estimated;2022;22472.612442;2687.085317
SHEHG;SHELL;GB00BP6MXD84;21380068P1DRHMJ8KU70;51000000;8000000;1089660602;1;1;4;Actual;Actual;Estimated;2022;78481.810435;180385.002021
KCCGG;KIMBERLY CLARK;US4943681035;MP3J6QPYPGN75NVW2S34;1782909;1534180;11604995;1;1;4;Actual;Actual;Estimated;2022;8601.670112;655.6151
ACRXG;ACERINOX;ES0132105018;95980020140005582721;872253;1581947;4175099;1;1;4;Actual;Actual;Estimated;2022;2003.966;2547.693
NEOIG;NESTE OIL;FI0009013296;5493009GY1X8GQ66AM14;2075000;427000;42248795;1;1;4;Actual;Actual;Estimated;2022;2615;8327
MXCOG;GRUPO MEXICO;MXP370841019;529900JWLZAYET2ZGW20;4971831;1993793;9235536;1;1;4;Actual;Actual;Estimated;2022;8149.483948193;18514.9450612
SILPF;SILVER LAKE (FFEE NO BIS);AU000000SLR6;254900Z1BWS584OIKJ61;130018;89735;207899;4;2;4;Estimated;Estimated;Estimated;2022;29.805419963;670.701795907
BNYLD;ALGONQUIN POWER;CA0158571053;549300K5VIUTJXQL7X75;2542820;89200;5233855;1;1;4;Actual;Actual;Estimated;2022;7056.152109643;6702.086238295
VOGYG;VISTA OIL AND GAS;MX01VI0C0006;549300UDOHP7958KNS89;244246;40428;773772;4;2;4;Estimated;Estimated;Estimated;2022;541.843401918;790.54068758
5AG1G;ANGLO  AMERICAN;GB00B1XZS820;549300S9XF92D1X8ME43;8262027;5002161;97657573;1;1;1;Actual;Actual;Actual;2022;13454.158445;31800.142129
0RG0G;PETROFAC, GR;GB00B0H2K534;Not available;191643;6088;38205745;1;1;4;Actual;Actual;Estimated;2022;945.022337;104.898416
5MTSG;MITSUBISHI.;JP3898400001;KVIPTY4PULAPGC1VVD26;19518478;2006555;330779900;1;1;4;Actual;Actual;Estimated;2022;51367.75537868;55781.44261196
DPWNG;DEUTSCHE POST WORLD NET;DE0005552004;8ER8GIG7CSMVD8VUFE78;8297000;690000;34110000;1;1;1;Actual;Actual;Actual;2022;22166;23718
OHLGG;OHL;ES0142090317;95980020140005395317;206987;47713;788484;4;2;4;Estimated;Estimated;Estimated;2022;592.627;557.255
VRDCG;VALE;BRVALEACNOR0;254900SMTWBX7RU2SR20;8552735;622516;478077389;1;1;4;Actual;Actual;Estimated;2022;14256.432164;34494.873742
GOLDG;BARRICK GOLD;CA0679011084;0O4KBQCJZX82UKGCBV73;5981000;1419000;6527911;1;1;4;Actual;Actual;Estimated;2022;4917.11325;29305.058377
IPENG;INDUSTRIAS PE?OLES;MXP554091415;549300WA2HB7776CB324;1343921;1391854;2603266;1;1;4;Actual;Actual;Estimated;2022;2923.096450477;4952.962283668
ELFRG;EDF ELECTRICITE FRANCE;FR0010242511;Not available;23817090;388819;95917659;1;1;1;Actual;Actual;Actual;2022;96053;46612
51017;GRUPO ALFA;MXP000511016;549300ZCGJ6T8YDJ4M34;1294067;0;25115811;1;1;1;Actual;Actual;Actual;2022;5482.328118;2777.5975564
NORPG;NORTHLAND POWER;CA6665111002;549300IT8CIDW8V5KX72;1285034;27609;319372;1;1;1;Actual;Actual;Actual;2022;4940.897543498;3267.406416533
MEDZK;GRUPO KGHM POLSKA MIEDZ;PLKGHM000017;G30CO71KTT9JDYJESN22;1288052;1912062;1273112;1;2;4;Actual;Actual;Estimated;2022;1496.872676;6862.303058
16006;MOTA-ENGIL;PTMEN0AE0005;Not available;439898;51548;1019987;4;4;4;Estimated;Estimated;Estimated;2021;2464.559;432.2
6PDCG;FREEPORT-MCMORAN INC.;US35671D8570;549300IRDTHJQ1PVET45;4927823;2881405;8132732;1;1;4;Actual;Actual;Estimated;2022;10257.566536;23294.004503
BBLOG;BHP BILLITON;AU000000BHP4;WZE1WSENV6JSZFK0JC28;9200000;4800000;401000000;1;1;1;Actual;Actual;Actual;2022;17094.695436;45673.894238
SUMAM;SUMITOMO METALS AND MINING;JP3402600005;353800CF81IXL9974H84;1973000;619100;4973335;1;1;4;Actual;Actual;Estimated;2022;2426.67036716;11056.78007174
MAMAG;MORGAN ADVANCED MATERIALS;GB0006027295;I4K14LL95N2PHDL7EG85;121989;161235;836832;1;1;4;Actual;Actual;Estimated;2022;358.737275;484.4814
TEHPG;TECHNIP FMC LIMITED;GB00BDSFG982;549300D5I93QWCJTCK36;758300;103834;1362300;4;2;4;Estimated;Estimated;Estimated;2022;2145.3599258;3116.981504
TISCG;TRINA SOLAR CO LTD;CNE100003ZR0;30030040IFQ4UMZDUU48;919582;1608067;7720658;4;2;4;Estimated;Estimated;Estimated;2022;2485.345942867;3909.679653926
LAACG;LANXESS;DE0005470405;529900PTLRE72EMYIJ77;1235000;1345000;14652400;1;1;1;Actual;Actual;Actual;2022;4247;4427
VESUV;VESUVIUS PLC;GB00B82YXW83;213800ORZ521W585SY02;282672;99420;7167379;1;1;4;Actual;Actual;Estimated;2022;498.352725;1488.1789
GLALG;GRUPO LALA;MX01LA040003;4469000001BR12ARD937;276658;458659;3414045;2;2;4;Actual;Actual;Estimated;2022;1418.761388457;525.81832819
LGCHG;LG CHEMICAL;KR7051910008;988400IES4EIG7O06940;5638667;4404600;7121585;1;1;4;Actual;Actual;Estimated;2022;11840.08551635;27797.87783955
0L20G;EQUINOR, GR;NO0010096985;OW6OFBNCKXC4US5C7523;11365833;68581;281408678;1;1;4;Actual;Actual;Estimated;2022;30127.387031;50565.719477
KARKK;BORYSZEW;PLBRSZW00011;259400TQVZIBDY41DT16;80269;75847;588425;4;2;4;Estimated;Estimated;Estimated;2022;213.923214557;360.568918853
MNFRG;MINERA FRISCO;MX01MF010000;4469000001DQSAKX9X42;201992;98512;295874;4;2;4;Estimated;Estimated;Estimated;2022;974.021002201;485.067990066
ASB1G;ASSOCIATED BRITISH FOODS;GB0006731235;GBQKSY6W7G0OHCQ8OQ72;2408430;698978;7789775;1;1;4;Actual;Actual;Estimated;2022;4389.203;13030.0235
06X0G;COSAN;BRCSANACNOR6;Not available;2541515;11445465;56280118;1;2;4;Actual;Actual;Estimated;2022;10003.533562382;8525.646437207
AJULT;AJINOMOTO CO., LTD.;JP3119600009;353800UT0TLROREPIC92;973780;620751;10492309;1;1;1;Actual;Actual;Actual;2022;2228.56787244;5251.75364649
ELBRG;ELETROBRAS.;BRELETACNPB7;254900I8KYDELP4B4Z08;3958097;313886;3141427;1;2;4;Actual;Actual;Estimated;2022;10822.996638956;19651.291371548
5YXPG;SEMPRA;US8168511090;PBBKGKLRK5S5C0Y4T545;7164579;263829;68884184;1;1;4;Actual;Actual;Estimated;2022;28009.750258;27400.964808
UPMKG;UPM KYMMENE CORPORATION;FI0009005987;213800EC6PW5VU4J9U64;2310000;2500000;5689407;1;1;4;Actual;Actual;Estimated;2022;5034;12878
GRCAM;CARNES MINERVA;BRBEEFACNOR6;391200UHL6YHY0OA1P30;339109;40961;17692940;1;1;4;Actual;Actual;Estimated;2022;2443.359869127;188.054177535
FLXXG;FLUXYS;BE0974265945;52990071WX2UW1WNHC16;352682;48273;315654;1;2;4;Actual;Estimated;Estimated;2022;2107.335;643.617
CCCIG;COCA-COLA CONSOLIDATED INC;US1910981026;57VG5X0E00X0QJU7CQ58;218766;124514;2632248;4;2;4;Estimated;Estimated;Estimated;2022;707.162368941;1044.664593084
BNGGG;BUNGE;BMG169621056;5493007M0RIN8HY3MM77;1769789;1150738;93040805;1;1;1;Actual;Actual;Actual;2022;5266.462439;9328.46628
GCARG;CARGILL;Not available;QXZYQNMR4JZ5RIRN4T31;6927653;3984087;58373541;1;1;4;Actual;Actual;Estimated;2022;17146.208051;40385.89016
CSZPG;SUZANO;BRSUZBACNOR0;391200AW174YQSDMGG41;2378304;49217;4120070;1;1;4;Actual;Actual;Estimated;2022;14293.445117153;5870.214440445
0SD0G;YAMANA GOLD;CA98462Y1007;54930002VY22NXG01418;484673;118683;868373;4;2;4;Estimated;Estimated;Estimated;2022;816.6154367;3459.2125862
0Q00G;EQUATORIAL;BREQTLACNOR0;Not available;1181376;198780;869809;1;2;4;Actual;Actual;Estimated;2022;7367.804603373;3286.22549114
TENNT;TENNET;Not available;724500LTUWK3JQG63903;3082010;336191;6973756;4;2;4;Estimated;Estimated;Estimated;2022;20444;7713
5KLAG;KLABIN;BRKLBNACNPR9;Not available;773934;137081;3973756;1;1;4;Actual;Actual;Estimated;2022;5063.960705447;2047.502104138
BOFIG;BOFILL;CL0000007949;549300IPHLXN814GLO92;136081;21269;1214124;4;2;4;Estimated;Estimated;Estimated;2022;607.556239012;663.720468137
GPAYG;GPA;BRPCARACNOR3;5299003V5B6KLICZCC14;447062;68315;3806068;1;1;4;Actual;Actual;Estimated;2022;1772.053916;2430.644869
1CIAG;GRUPO ENERGISA;BRENGIACNOR0;Not available;766477;245265;4514853;1;2;4;Actual;Actual;Estimated;2022;5005.038319803;2209.536717736
NEUCA;NEUCA SA WSE;PLTRFRM00018;259400KFX90IZ97UDQ91;33728;670766;348475;4;2;4;Estimated;Estimated;Estimated;2022;119.902020329;199.698654675
5SKEG;ESSITY;SE0009922164;549300G8E6YUVJ1DA153;1394580;1209272;4456605;1;1;4;Actual;Actual;Estimated;2022;6424.550025;6878.12694
5CHNG;SABESP;BRSBSPACNOR5;254900UOXRZRS2TNWP19;858519;118429;840083;4;2;4;Estimated;Estimated;Estimated;2022;3355.552056303;4837.844006269
SHRWK;MARRIOTT INTERNATIONAL;US5719032022;225YDZ14ZO8E1TXUSU86;1150317;4806946;12070266;1;1;4;Actual;Actual;Estimated;2022;10493.587972;531.984824
IBR00;IBERDROLA.;ES0144580Y14;5QK37QC7NWOJ8D7WVQ45;11270639;1893116;55597710;1;1;4;Actual;Actual;Estimated;2022;51525;58114
DRAXG;DRAX GROUP PLC;GB00B1VNSX38;549300YPSNTXR4ZHSR98;336144;332638;5977090;1;1;4;Actual;Actual;Estimated;2022;1797.6335;1493.36655
THU8K;STERICYCLE, INC;US8589121081;B8PTJH2P0AXSWSMP2136;414485;32440;668795;1;1;4;Actual;Actual;Estimated;2022;1807.0625342;2270.7697285
HERSG;HERA;IT0001250932;8156009414FD99443B48;936590;141627;12939021;1;1;4;Actual;Actual;Estimated;2022;5921.5;3644.7
SAGEX;ARCOS DORADOS HOLDINGS;VGG0457F1071;54930023P2MIZN13DQ85;175037;110693;2259942;4;1;4;Actual;Actual;Estimated;2022;1489.172567477;303.856057211
BIGRG;BIMBO;MXP495211262;5493000RIXURZEBFEV60;1127129;461252;10651013;1;1;4;Actual;Actual;Estimated;2022;5442.8665067;6133.2284106
1RXHK;SENSIENT TECHNOLOGIES CORP;US81725T1007;CMMZHMFZQG86EI7WZU92;149389;62496;977733;2;2;4;Actual;Actual;Estimated;2022;643.349478072;936.216489614
6SYNT;SYNTHOMER;GB0009887422;213800EHT3TI1KPQQJ56;242082;223626;2516592;1;1;4;Actual;Actual;Estimated;2022;1463.932275;1162.71025
CRGLG;CHINA RAILWAY GROUP LIMITED;CNE1000007Z2;300300FQQ9DQSCWEC194;10071372;5240833;43153145;4;2;4;Estimated;Estimated;Estimated;2022;52202.634009786;57431.450519422
CVSTR;COVESTRO;DE0006062144;3912005AWHKLQ1CPLV11;990000;3820000;17406796;1;1;4;Actual;Actual;Estimated;2022;3657;7122
UPZIG;ZIJIN MININGOUP;CNE100000502;836800JRNL2393Z2I561;3120000;4660000;19734868;1;1;4;Actual;Actual;Estimated;2022;17091.619346503;16896.818014432
GNPTG;GENUINE PARTS COMPANY GR;US3724601055;549300D46DQVEU651W04;702781;283711;9278535;4;2;4;Estimated;Estimated;Estimated;2022;4169.295252115;3563.218429071
MAXGR;IOCHPE MAXION;BRMYPKACNOR7;Not available;171034;219481;2835033;1;1;4;Actual;Actual;Estimated;2022;1149.539269197;759.796789351
HSAOG;HORTIFRUT S A GR;CL0001892539;984500B14775C95DE604;121030;25969;427244;4;2;4;Estimated;Estimated;Estimated;2022;703.96203066;656.015961804
YYVGK;SYSCO CORPORATION..;US8718291078;5RGWIFLMGH3YS7KWI652;1064620;253056;35672116;1;1;4;Actual;Actual;Estimated;2022;10670.106718117;1324.537313344
Z00CG;ZHEJIANG HUAYOU COBALT;CNE100001VW3;30030099QFLNMEGP7M05;873575;530800;7196337;1;1;4;Actual;Actual;Estimated;2022;6129.659095113;4436.679218276
5C28K;THE KROGER COMPANY;US5010441013;6CPEOKI6OYJ13Q6O7870;2335900;2695641;75696418;2;2;4;Actual;Actual;Estimated;2022;19250.732522;9379.042302
3MGRG;3M;US88579Y1010;LUZQVYP4VS22CLWDAR65;2420000;1460000;13485387;1;2;4;Actual;Actual;Estimated;2022;15881.807501;13833.47861
0OG0G;CLARIANT, GR;CH0012142631;529900VSEKBY7TMPP349;320879;337701;3618335;1;1;4;Actual;Actual;Estimated;2022;1482.02184;2543.93503
NEWFE;NEW FORTRESS ENERGY;US6443931000;254900EICTYTCHA5X705;463626;127046;989652;4;2;4;Estimated;Estimated;Estimated;2022;4582.325272371;1350.435046387
B2TAK;ASHLAND GLOBAL HOLDINGS;US0441861046;529900E4L9R04SB8HB11;331192;249731;705365;2;2;1;Actual;Actual;Actual;2022;1295.308119;3015.82946
SIGGO;SIGDO KOPPERS;CL0000001272;5493001MXTJP8BCWA195;251156;301553;2816548;4;2;4;Estimated;Estimated;Estimated;2022;1432.143419707;1851.180747465
CCCGG;CHINA COMMUNICATIONS CONSTRUCTION CO. LTD.;CNE1000002F5;Not available;9116223;4420175;31478208;4;2;4;Estimated;Estimated;Estimated;2022;65798.407265673;58038.828963468
AB7WK;ADECOAGRO;LU0584671464;529900Q00UR5LFELO811;171338;18643;607929;4;2;4;Estimated;Estimated;Estimated;2022;1260.403171076;1089.859888299
NEKMG;NEWMONT MINING CORP;US6516391066;549300VSP3RIX7FGDZ51;1730573;1399806;5351527;1;1;4;Actual;Actual;Estimated;2022;5743.188276;18294.471069
BUENT;BUENAVENTURA;US2044481040;529900WQB1ZU9KB6EL71;259181;82214;391416;4;2;4;Estimated;Estimated;Estimated;2022;691.705774662;2962.388400013
5PJTG;SALINI ? IMPREGILO;IT0003865570;549300UKR289DF4UXQ47;320851;55873;2484696;1;1;4;Actual;Actual;Estimated;2022;2619.291;1935.074
SNAMG;SNAM;IT0003153415;8156002278562044AF79;1484996;38581;1340477;1;1;4;Actual;Actual;Estimated;2022;13680;7524
CODEG;CODELCO;Not available;549300UVMBCBCIPSUI70;1907500;2159500;4000550;2;2;4;Actual;Actual;Estimated;2022;16457.277401397;10915.583997045
MTHLG;METRO;DE000BFB0019;5299006EQ03K3SSUYS12;451140;636016;16844919;1;1;4;Actual;Actual;Estimated;2022;4124;2365
GUEVG;CROWN HOLDINGS INC, GR;US2283681060;NYLWZIOY8PUNIT4JOE22;612909;802641;12875890;1;1;4;Actual;Actual;Estimated;2022;6754.708716;2141.988191
TAESA;TAESA;BRTAEECDAM10;Not available;178928;8401;355867;4;2;4;Estimated;Estimated;Estimated;2022;1451.771808025;1162.928258668
MEXIG;GRUPO MEXICHEM;MX01OR010004;549300MVHZ20SBIOEQ79;581864;1154334;88275758;1;1;4;Actual;Actual;Estimated;2022;5181.232476;3463.520914
FIREG;BRIDGESTONE;JP3830800003;549300DHPOF90OYYD780;1782281;2153236;109687999;1;1;1;Actual;Actual;Actual;2022;5446.45551424;21386.72759951
PPSIG;PEPSICO INC.;US7134481081;FJSUNZKFNQ5YPJ5OT455;3481530;1834309;57176847;1;1;1;Actual;Actual;Actual;2022;38856.433791;16177.770889
HYTTG;HYATT HOTELS CORPORATION GR;US4485791028;T27JQIMTYSH41TCD5186;409798;1623401;2186872;2;2;4;Actual;Actual;Estimated;2022;3231.24585;3467.267286
GATRG;GALLIFORD TRY;GB00BKY40Q38;213800MR6DRHCJIV8113;10598;1069;1041278;1;1;4;Actual;Actual;Estimated;2022;27.9682;148.975775
UMIEE;UMICORE;BE0974320526;529900F3AIQECS8ZSV61;346439;361251;8706999;1;1;1;Actual;Actual;Actual;2022;2343.438;3566.05
5EBRO;EBRO FOODS;ES0112501012;959800NW6DLQT89M3240;171685;102467;2820393;1;1;4;Actual;Actual;Estimated;2022;736.987;2198.28
PLNRG;POLENERGIA;PLPLSEP00013;259400CXBGPCDXIXSM81;59580;9912;506073;1;2;4;Actual;Actual;Estimated;2022;361.426439894;658.144730555
ROYLG;ROYAL MAIL HOLDINGS PLC;GB00BDVZYZ77;Not available;501049;74063;1856994;1;1;4;Actual;Actual;Estimated;2022;2565.63125;6015.4185
GWMSG;WALMART;US9311421039;Y87794H0US1R65VBXU25;7880866;9981536;283950350;1;1;1;Actual;Actual;Actual;2022;57164.953755;78665.382663
5BOUG;BOUYGUES;FR0000120503;969500MOCLNQFNZN0D63;1729927;197240;17516140;1;1;4;Actual;Actual;Estimated;2022;15974;13932
POSAD;POSADAS;MXP791641105;529900NRFIXN5G8NUX35;32311;109000;149354;4;2;4;Estimated;Estimated;Estimated;2022;504.440324709;60.32267248
ALBEG;ALBEMARLE;US0126531013;HDBLS2Q6GV1LSKQPBS54;617636;334379;1994177;1;1;1;Actual;Actual;Actual;2022;3139.351091212;7671.489964271
OREIG;OREILLY;US67103H1077;549300K2RLMQL149Q332;291580;209495;3139228;2;2;4;Actual;Actual;Estimated;2022;6130.02928279;-993.492897936
21012;GRUPO ISA, GR;COE15PA00026;5493007GMWK7ZHVQ5362;699878;76230;1579050;4;2;4;Estimated;Estimated;Estimated;2022;6654.960317516;5707.831460876
T09UG;TRANSELEC;Not available;549300DPF7MAL5F6CR86;178075;23271;404078;4;2;4;Estimated;Estimated;Estimated;2022;2045.728631095;1106.439073663
JHNMG;JOHNSON MATTHEY;GB00BZ4BQC70;2138001AVBSD1HSC6Z10;233300;204848;5003257;1;1;4;Actual;Actual;Estimated;2022;1413.07075;2752.83775
5DHFG;DEUTSCHE BAHN;DE0008220005;52990063S23N13HU4E98;2773378;4350701;26618949;1;1;4;Actual;Actual;Estimated;2022;35273;14679
OWCNK;OTIS WORLDWIDE CORPORATION;US68902V1070;549300ZLBKR8VSU25153;131732;66807;8023186;1;1;4;Actual;Actual;Estimated;2022;6752.83553;-4368.269752
SLERG;STADLER;CH0002178181;506700781XDET0A89669;127289;5557;1222205;4;4;4;Estimated;Estimated;Estimated;2021;1452.16177631;852.28480876
5NGRG;NATIONAL GRID GROUP,  GR;GB00BDR05C01;8R95QZMKZLJX5Q2XR704;4369413;2876199;28926149;1;1;4;Actual;Actual;Estimated;2022;52390.754;26903.604
PRRTG;PROMIGAS S.A. E.S.P.;COI04PA00021;254900IXHTV7LDSFQD65;169207;12927;3873589;1;1;4;Actual;Actual;Estimated;2022;1940.687714649;1163.878918442
5ENGD;ENAGAS;ES0130960018;213800OU3FQKGM4M2U23;385410;59653;1093668;1;1;4;Actual;Actual;Estimated;2022;3978.056;3218.302
MERYG;MERCADO LIBRE;US58733R1023;549300KPZGA0U26ODA70;359880;17844;1174302;1;2;4;Actual;Actual;Estimated;2022;5084.763397;1711.155411
SCLHG;SCHLUMBERGER;AN8068571086;213800ZUA17OK3QLGM62;1482881;311793;34847973;1;2;1;Actual;Actual;Actual;2022;11756.115336;16848.371477
5EONG;E.ON;DE000ENAG999;Q9MAIUP40P25UFBFG033;2881549;3381938;84901051;1;1;4;Actual;Actual;Estimated;2022;34151;21867
MAHLG;MAHLE, GR;Not available;52990098TR1QJBWIYG58;197132;812109;31171738;1;1;1;Actual;Actual;Actual;2022;2281.772;1677.424
AMCOG;AMCOR LIMITED;JE00BJ1F3079;549300GSODGFCDQ3DI89;520069;1318669;10083835;1;1;1;Actual;Actual;Actual;2022;6699.449729;3878.431613
KERKG;KERRY;IE0004906560;635400TLVVBNXLFHWC59;460731;311481;9971496;1;1;1;Actual;Actual;Actual;2022;3224.4;6223.6
BIPOF;BROOKFIELD INFRAESTRUCTURE;BMG162521014;Not available;2713297;160884;8304666;4;2;4;Estimated;Estimated;Estimated;2022;31787.96642;23933.697522
TEDUK;TEIXEIRA DUARTE;PTTD10AM0000;959800JFY96QF028V484;49221;7413;348805;4;2;4;Estimated;Estimated;Estimated;2022;793.683;231.547
5XNEG;MICHELIN;FR001400AJ45;549300SOSI58J6VIW052;1177326;1824809;50128176;1;1;4;Actual;Actual;Estimated;2022;7454;17116
SYMRG;SYMRISE AG;DE000SYM9999;529900D82I6R9601CF26;294392;117283;2285729;1;1;4;Actual;Actual;Estimated;2022;2547.415;3610.431
CWCNK;COSTCO WHOLESALE CORP NEW.;US22160K1051;29DX7H14B9S6O3FD6V18;1405640;1425977;171274463;1;1;1;Actual;Actual;Actual;2022;10214.483258;19337.835671
VERBU;VERBUND AG;AT0000746409;5299006UDSEJCTTEJS30;584307;228247;5250125;1;1;4;Actual;Actual;Estimated;2022;4090.656;8323.019
HOCHG;HOCHSCHILD MINING;GB00B1FW5029;549300JK10TVQ3CCJQ89;45374;68116;180676;1;1;4;Actual;Actual;Estimated;2022;301.456505945;676.890746588
TRENT;SEVERN TRENT;GB00B1FH8J72;213800RPBXRETY4A4C59;417330;149964;541772;1;1;1;Actual;Actual;Actual;2022;7635.656925;1425.363225
KELOG;KELLOGG COMPANY;US4878361082;LONOZNOJYIBXOHXWDB86;497203;553526;7416669;1;1;4;Actual;Actual;Estimated;2022;6709.752252;4097.594375
SALTI;INDUSTRIAL SALTILLO;MX01GI000030;254900T3XUOSAMHD8U05;40418;218046;509544;1;2;4;Actual;Actual;Estimated;2022;297.797237094;583.521790418
TCLCG;TCL TECHNOLOGY GROUP CORPORATION;CNE000001GL8;300300K9RLEXIIDB1U19;1794706;6765885;38938636;1;2;4;Actual;Actual;Estimated;2022;21306.921758854;17939.949939798
AUTZK;AUTOZONE INC;US0533321024;GA3JGKJ41LJKXDN23E90;253026;200079;5370717;2;2;4;Actual;Actual;Estimated;2022;8910.536941761;-3314.521143409
0930G;CLAAS, GR;Not available;529900O4ND7T8ABIXF67;108699;276373;18008346;4;2;4;Estimated;Estimated;Estimated;2022;611.75;1847.865
5PE5G;BR FOODS;BRBRFSACNOR8;254900MTXR9LUVQFU480;299853;159488;9368438;2;2;4;Actual;Actual;Estimated;2022;4701.276384462;2092.565052917
5PROS;PROSEGUR;ES0175438003;549300N94L4D5NDBFG97;150836;13205;636193;1;2;4;Actual;Actual;Estimated;2022;2638.317;790.322
COATG;COATS GROUP PLC;GB00B4YZN328;2138003SPYWGAITNFY17;54072;200060;770622238;2;2;1;Actual;Actual;Actual;2022;629.5778146;609.3474058
PRY1G;PRYSMIAN;IT0004176001;529900X0H1IO3RS1A464;297725;501745;269693304;1;1;4;Actual;Actual;Estimated;2022;3074;3771
PCCCG;POWER CONSTRUCTION CORPORATION OF CHINA;CNE1000017G1;3003000OW2E3NMDVC816;3668968;5392452;52308946;4;4;4;Estimated;Estimated;Estimated;2021;48679.944448381;35913.304496971
EQTAG;EQT AB;US26884L1098;4NT01YGM4X7ZX86ISY52;683821;5294;102716588;2;2;4;Actual;Actual;Estimated;2022;5363.835330245;10502.324511504
DOWDG;DUPONT DE NEMOURS INC;US26614N1028;5493004JF0SDFLM8GD76;1433816;1001248;11874940;1;1;1;Actual;Actual;Actual;2022;8024.728824;25303.933081
CGPFG;CASINO.;FR0000125585;969500VHL8F83GBL6L29;834000;191000;26759863;1;1;4;Actual;Actual;Estimated;2022;14394;5738
ORNOG;ORANO;Not available;969500161UMNDC85C891;188508;204511;1637444;1;1;1;Actual;Actual;Actual;2022;2905;1648
NXNSK;NEXANS;FR0000044448;96950015FU78G84UIV14;122841;136862;94902229;1;1;1;Actual;Actual;Actual;2022;1316;1667
ELMPG;ELEMENTIS PLC, GR;GB0002418548;549300LQIH685LI2ML36;47666;42956;559367;1;1;1;Actual;Actual;Actual;2022;424.9322441;734.1952527
5SQGG;SOQUIMICH;US8336351056;TJ88LXZZW5PWIN93ZC81;300299;177384;4465170;1;1;4;Actual;Actual;Estimated;2022;2790.064653943;4619.277612593
ELECN;ELECNOR;ES0129743318;Not available;76084;3566;235178;1;1;4;Actual;Actual;Estimated;2022;1043.933;834.155
WMMOR;WM MORRISON SUPERMARKETS PLC;GB0006043169;213800IN6LSRGTZSOS29;336806;212049;15733526;1;1;4;Actual;Actual;Estimated;2022;3656.1655;4706.10075
5MTPG;MITSUI;JP3893600001;2NRSB4GOU9DD6CNW5R48;3006000;402346;38182051;1;1;4;Actual;Actual;Estimated;2022;34627.20714609;41144.15021288
BABCK;BABCOCK INTERNATIONAL;GB0009697037;213800TSKOLX4EU6L377;127167;46114;988663;1;1;4;Actual;Actual;Estimated;2022;2419.2493;791.116625
ADBSL;AGUAS DO BRASIL;BRIGSNACNOR0;Not available;66447;7623;82071;1;1;4;Actual;Actual;Estimated;2022;1145.319048105;535.875157359
GFEMG;FEMSA - PANAMCO;MXP320321310;549300A8MDWDJNMLV153;1182359;721987;17448460;4;2;4;Estimated;Estimated;Estimated;2022;13701.3982874;16236.5064053
CHINT;CHINT;CNE100000KD8;Not available;380435;960763;5251355;4;2;4;Estimated;Estimated;Estimated;2022;4082.229455594;5638.286661368
0P00G;STATKRAFT;Not available;529900TH4OAW7WYG1777;653000;117800;5168613;1;1;4;Actual;Actual;Estimated;2022;4169.4032042;12519.0468858
5ACXG;ACCOR;FR0000120404;969500QZC2Q0TK11NV07;344000;2584000;3507609;1;1;1;Actual;Actual;Actual;2022;3338;5456
MRKKG;MERCK KGAA;DE0006599905;529900OAREIS0MOPTW25;1424614;377382;6616278;1;1;1;Actual;Actual;Actual;2022;10428;26005
CHEDR;CHEDRAUI;MX01CH170002;4469000001BRXSV0JO96;179700;157762;3816763;1;1;4;Actual;Actual;Estimated;2022;2722.074636713;1892.218340133
JEROG;JERONIMO MARTINS & FILHO S.A.  GR;PTJMT0AE0001;259400A8SZP10GB5IB19;222921;774415;28767412;1;1;4;Actual;Actual;Estimated;2022;3148;2585
BCKVK;BALL CORPORATION., GR;US0584981064;0BGI85ALH27ZJP15DY16;449608;803219;18680658;1;1;4;Actual;Actual;Estimated;2022;8792.735084;3303.363511
AGIZG;AGILITY. TRISTAR;KW0EQ0601041;549300C16Q6C2NMAI063;319009;69238;579522;4;2;4;Estimated;Estimated;Estimated;2022;3372.39834753;5230.14413334
BYDFF;BYD;Not available;Not available;696014;3351279;67490267;4;4;4;Estimated;Estimated;Estimated;2021;4919.842555138;14490.570516254
HERDK;GRUPO HERDEZ;MX01HE010008;4469000001BQVIMOLQ55;48814;11302;1418282;1;1;4;Actual;Actual;Estimated;2022;541.8120087;824.160174008
HYUNK;HYUNDAI E&C, GR;KR7000720003;988400CEQG9N710HN313;309762;75074;6737053;1;1;4;Actual;Actual;Estimated;2022;1360.4160115;7360.34003705
5NENG;CONTINENTAL;DE0005439004;529900A7YD9C0LLXM621;760000;1845000;106097665;1;1;4;Actual;Actual;Estimated;2022;7694.7;13734.9
AKKVG;AKER KVAERNER;NO0010215684;549300DOU3BOW2TJRN20;18528;93;27669;2;2;4;Actual;Actual;Estimated;2022;135.465915;389.0010696
BRMBG;BREMBO;IT0005252728;549300BLWVJN2BAT0A44;100927;544663;11911016;1;1;4;Actual;Actual;Estimated;2022;952.32;1947.013
EBARG;ARCA CONTINENTAL;MX01AC100006;254900U2BSJCQHJCXN24;320635;179312;4285685;1;1;4;Actual;Actual;Estimated;2022;2315.729100489;7106.639127687
ARAMX;ARAMARK;US03852U1060;Not available;338397;52589;6343257;2;2;4;Actual;Actual;Estimated;2022;7291.739903084;2845.81909864
NEHOG;NESTLE;CH0038863350;KY37LUS27QQX7BB93L28;3238985;2612725;108579865;1;1;1;Actual;Actual;Actual;2022;54980.58072;43318.76952
